Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A642962,Max,12/23/2016 03:39:00 PM,12/23/2016 03:39:00 PM,Travis (TX),Stray,Injured,Dog,Neutered Male,4 years,German Shepherd Mix,Black/Tan
A737116,,10/22/2016 02:04:00 PM,10/22/2016 02:04:00 PM,13225 Vizquel Loop in Austin (TX),Stray,Injured,Bird,Unknown,2 years,Chicken Mix,Brown
A733664,*Tony,08/25/2016 12:54:00 PM,08/25/2016 12:54:00 PM,12419 Metric Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler Mix,Black/Brown
A760670,Murray,10/22/2017 01:13:00 PM,10/22/2017 01:13:00 PM,2506 West Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Anatol Shepherd/Labrador Retriever,Black/Brown
A802869,,08/24/2019 11:12:00 AM,08/24/2019 11:12:00 AM,17100 Oak Cliff Circle in Travis (TX),Stray,Normal,Cat,Unknown,5 months,Domestic Shorthair,Black
A675035,Shelly,03/21/2014 06:47:00 PM,03/21/2014 06:47:00 PM,Airport @ Highland Mall in Austin (TX),Wildlife,Normal,Other,Intact Female,15 years,Tortoise Mix,Tan
A776787,,07/19/2018 09:09:00 AM,07/19/2018 09:09:00 AM,2300 Townes Ln in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A716818,*Hudson,11/25/2015 02:04:00 PM,11/25/2015 02:04:00 PM,Johnny Morris & Breezzy Hill in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Brown
A672418,,02/09/2014 05:51:00 PM,02/09/2014 05:51:00 PM,8908 Little Walnut Pkwy in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Raccoon Mix,Brown
A816186,Maia,04/13/2020 02:17:00 PM,04/13/2020 02:17:00 PM,Austin (TX),Public Assist,Normal,Cat,Spayed Female,12 years,Siamese,Black Tabby
A803786,Maddie,09/06/2019 12:02:00 PM,09/06/2019 12:02:00 PM,9704 Circle Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever/Pit Bull,Brown/White
A725349,*Kitkat,04/28/2016 12:24:00 PM,04/28/2016 12:24:00 PM,12440 La Guardia Ln in Del Valle (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White
A778012,Jack,08/07/2018 12:20:00 PM,08/07/2018 12:20:00 PM,Highway 71 And Pace Bend Road South in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,Yorkshire Terrier Mix,Black/Tan
A714144,*Sophie,10/18/2015 03:04:00 PM,10/18/2015 03:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A798347,*Laney,06/24/2019 05:55:00 PM,06/24/2019 05:55:00 PM,5801 Boulder Creek in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Cairn Terrier,Sable
A737287,Baybay,10/25/2016 10:37:00 AM,10/25/2016 10:37:00 AM,3201 Duval Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,9 years,Rat Terrier/Chihuahua Shorthair,Brown/White
A682876,*Versace,07/04/2014 11:49:00 AM,07/04/2014 11:49:00 AM,7581 Chevy Chase Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair/Italian Greyhound,Brown/White
A700770,Lexi,04/19/2015 01:03:00 PM,04/19/2015 01:03:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Dalmatian/Boxer,White/Black
A778057,,08/07/2018 06:37:00 PM,08/07/2018 06:37:00 PM,7107 Gunsmoke Court in Travis (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black Tabby/White
A732138,,08/03/2016 09:42:00 AM,08/03/2016 09:42:00 AM,715 W 23Rd St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A822444,*Barnaby,09/02/2020 02:59:00 PM,09/02/2020 02:59:00 PM,12104 Green Leaf Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Black Mouth Cur Mix,Brown
A713826,Bevo,10/13/2015 07:02:00 PM,10/13/2015 07:02:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Black Brindle
A698957,Seamus,03/20/2015 12:37:00 PM,03/20/2015 12:37:00 PM,Slaughter Ln And Roxanna Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A778295,Dr. Watson,08/11/2018 03:44:00 PM,08/11/2018 03:44:00 PM,5000 Blue Bluff Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A716523,,11/20/2015 02:07:00 PM,11/20/2015 02:07:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby/White
A775357,Opie,06/28/2018 01:58:00 PM,06/28/2018 01:58:00 PM,8708 Alum Rock Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Black
A750892,,06/01/2017 02:24:00 PM,06/01/2017 02:24:00 PM,6403 Johnny Morris Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A788124,Yue,11/17/2019 02:04:00 PM,11/17/2019 02:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Border Collie,White/Black
A683803,Ajax,07/15/2014 03:34:00 PM,07/15/2014 03:34:00 PM,1001 Lipan Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Border Collie/Great Pyrenees,Black/White
A795629,*Sir,05/22/2019 04:00:00 PM,05/22/2019 04:00:00 PM,4502 Dovehill Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull,Tan
A717612,*Martina,12/11/2015 12:53:00 PM,12/11/2015 12:53:00 PM,601 E Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Yellow
A677815,*Jack,04/29/2014 03:02:00 PM,04/29/2014 03:02:00 PM,Alguno Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,Tricolor
A677031,Doxie,07/23/2014 04:21:00 PM,07/23/2014 04:21:00 PM,Del Valle (TX),Owner Surrender,Sick,Dog,Spayed Female,4 years,Dachshund,Blue Merle/Brown
A794585,*Sloopy,05/10/2019 07:19:00 AM,05/10/2019 07:19:00 AM,0 Millrace Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair,Tan/White
A753119,,07/02/2017 07:40:00 AM,07/02/2017 07:40:00 AM,13408 Fitzhugh Rd in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Raccoon,Brown
A769101,*Sylvester,03/30/2018 01:17:00 PM,03/30/2018 01:17:00 PM,1509 North Street in Austin (TX),Stray,Injured,Cat,Neutered Male,5 years,Domestic Medium Hair,White/Brown Tabby
A787041,,01/07/2019 08:06:00 AM,01/07/2019 08:06:00 AM,7201 Levander Loop in Austin (TX),Stray,Other,Cat,Spayed Female,14 years,Siamese Mix,Lynx Point
A675868,,04/01/2014 06:29:00 PM,04/01/2014 06:29:00 PM,2202 Dovehill Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair Mix,Blue Cream
A679019,Jack,05/15/2014 12:55:00 PM,05/15/2014 12:55:00 PM,5400 Williams in Creedmoor (TX),Stray,Normal,Dog,Intact Male,4 months,Border Collie Mix,Black/White
A673409,,02/23/2014 04:15:00 PM,02/23/2014 04:15:00 PM,8111 Lazy Ln. in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum Mix,White/Black
A710702,Lulu,08/26/2015 01:21:00 PM,08/26/2015 01:21:00 PM,8405 Danville in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Red/White
A759767,Kirby,10/07/2017 12:48:00 PM,10/07/2017 12:48:00 PM,11602 Easy Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rottweiler Mix,Black/Brown
A747091,,04/13/2017 06:43:00 PM,04/13/2017 06:43:00 PM,409 W 30Th St in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A714141,*Heidi,10/18/2015 03:01:00 PM,10/18/2015 03:01:00 PM,9100 Lockwood Springs in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,German Shepherd Mix,Brown/Black
A716820,*Fantine,11/25/2015 02:21:00 PM,11/25/2015 02:21:00 PM,Taylor Ln And Glass Rd in Manor (TX),Stray,Normal,Dog,Intact Female,2 months,Carolina Dog Mix,Red
A667144,Delores,11/13/2013 12:56:00 PM,11/13/2013 12:56:00 PM,9200 N Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Calico
A734649,Rolle,09/10/2016 02:05:00 PM,09/10/2016 02:05:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A732917,Reggie,08/15/2016 01:29:00 PM,08/15/2016 01:29:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Golden Retriever Mix,Red/Brown
A695732,Indy,02/11/2015 06:16:00 PM,02/11/2015 06:16:00 PM,5600 Decker Creek Cv in Manor (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black
A768508,Zephyr,03/20/2018 05:08:00 PM,03/20/2018 05:08:00 PM,124 Anderson in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Catahoula/Pointer,Blue Merle/Brown
A753173,Indie,07/02/2017 07:11:00 PM,07/02/2017 07:11:00 PM,1301 W 25Th in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Rhod Ridgeback Mix,Red/Black
A664513,*Sarah,10/04/2013 03:00:00 PM,10/04/2013 03:00:00 PM,71 And Bee Caves in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie
A680002,Nala,07/21/2015 04:35:00 PM,07/21/2015 04:35:00 PM,6604 Evelyn Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A680715,*Roxie,06/06/2014 04:07:00 PM,06/06/2014 04:07:00 PM,6804 Bitteroot in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Red/White
A780000,*Link,09/08/2018 11:56:00 AM,09/08/2018 11:56:00 AM,Braker And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Staffordshire Mix,Brown/White
A773008,Amelia,05/26/2018 11:50:00 AM,05/26/2018 11:50:00 AM,3012 Guerrero Drive in Travis (TX),Stray,Normal,Dog,Intact Female,4 years,Collie Smooth Mix,Brown/White
A818064,*Ice Cream,06/01/2020 11:41:00 AM,06/01/2020 11:41:00 AM,12349 Metric Boulevard in Austin (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White
A686848,Jasper,08/27/2014 04:14:00 PM,08/27/2014 04:14:00 PM,1106 August in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Catahoula Mix,Tricolor/White
A814640,Astrid,03/03/2020 11:35:00 AM,03/03/2020 11:35:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Alaskan Husky,Black/White
A793879,Charlie,05/01/2019 01:13:00 PM,05/01/2019 01:13:00 PM,6534 E Ben White Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull Mix,White/Black
A802661,Bella,08/21/2019 10:55:00 AM,08/21/2019 10:55:00 AM,Partridge Circle & Meadow Vale in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,Tan/White
A664277,*Pogo,10/01/2013 02:12:00 PM,10/01/2013 02:12:00 PM,4905 Alf in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Chihuahua Shorthair Mix,White/Brown
A709214,Kia,08/06/2015 09:31:00 AM,08/06/2015 09:31:00 AM,1908 Albury Cv in Austin (TX),Public Assist,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A684863,Yoshi,07/29/2014 04:34:00 PM,07/29/2014 04:34:00 PM,6405 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Yorkshire Terrier Mix,Tan/Silver
A764574,,01/02/2018 11:14:00 AM,01/02/2018 11:14:00 AM,South Lamar And Bluebonnet in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Chocolate
A550849,Coach,01/04/2016 02:23:00 PM,01/04/2016 02:23:00 PM,2121 W. William Cannon in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,White/Chocolate
A680577,*Phoebe,06/04/2014 02:24:00 PM,06/04/2014 02:24:00 PM,1614 Forest Trail in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A763085,*Chance,12/02/2017 03:49:00 PM,12/02/2017 03:49:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Brown
A706494,,06/29/2015 01:40:00 PM,06/29/2015 01:40:00 PM,Pflugerville (TX),Owner Surrender,Nursing,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White
A752161,,06/19/2017 11:43:00 AM,06/19/2017 11:43:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/Tan
A806895,Goofy,10/17/2019 12:09:00 PM,10/17/2019 12:09:00 PM,Hunters Trace in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull/German Shepherd,Tricolor
A764944,,01/09/2018 03:31:00 PM,01/09/2018 03:31:00 PM,12903 Oak Creek Circle in Austin (TX),Stray,Normal,Cat,Unknown,3 years,Domestic Shorthair Mix,Gray Tabby
A797067,Tungu,06/08/2019 07:10:00 PM,06/08/2019 07:10:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,German Shepherd Mix,Black/Brown
A731946,Pepino,05/07/2019 03:22:00 PM,05/07/2019 03:22:00 PM,2300 East Ben White in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pug Mix,Tan/Black
A732783,*Henson,08/13/2016 11:38:00 AM,08/13/2016 11:38:00 AM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A789874,,03/01/2019 09:40:00 AM,03/01/2019 09:40:00 AM,501 Deen Avenue in Austin (TX),Public Assist,Normal,Dog,Intact Female,10 months,Staffordshire Mix,Black/White
A728789,King,11/14/2016 03:24:00 PM,11/14/2016 03:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Cream
A709091,Nina,08/05/2015 01:15:00 PM,08/05/2015 01:15:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Dachshund Mix,Brown
A801591,,08/06/2019 12:38:00 PM,08/06/2019 12:38:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Siberian Husky,Tricolor
A798140,Canelo,06/22/2019 11:00:00 AM,06/22/2019 11:00:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Miniature Poodle,Apricot
A824921,*Cheese,10/23/2020 11:49:00 AM,10/23/2020 11:49:00 AM,3807 Hawkshead Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Snowshoe,Lilac Point
A734282,Bear,09/04/2016 01:29:00 AM,09/04/2016 01:29:00 AM,12621 Hymeadow in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Australian Shepherd,Black/White
A780796,*Curly,09/20/2018 12:39:00 PM,09/20/2018 12:39:00 PM,Highway 290 East And Brodie Lane in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Blue Lacy Mix,Blue/White
A691897,,11/11/2014 04:19:00 PM,11/11/2014 04:19:00 PM,1100 E. Howard in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown
A774492,,06/16/2018 12:15:00 PM,06/16/2018 12:15:00 PM,Onion Crossing And Onion Creek Drive in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Cream Tabby
A664695,Jake,10/07/2013 05:16:00 PM,10/07/2013 05:16:00 PM,1700 Teri Rd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,American Foxhound Mix,Brown/White
A691068,,10/29/2014 04:17:00 PM,10/29/2014 04:17:00 PM,831 N Meadows Dr Side A in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Brown/Black
A675236,Shilo,03/25/2014 01:11:00 PM,03/25/2014 01:11:00 PM,Austin in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair/Basenji,Black/White
A714665,Max,01/29/2016 12:41:00 PM,01/29/2016 12:41:00 PM,7601 Daffan Ln in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White
A673924,,03/04/2014 04:31:00 PM,03/04/2014 04:31:00 PM,2136 Rutland in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat Mix,Black/Brown
A695378,Tiger,05/23/2018 03:02:00 PM,05/23/2018 03:02:00 PM,6409 Moonglow Dr in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Pit Bull Mix,Brown Brindle
A693319,,12/05/2014 03:53:00 PM,12/05/2014 03:53:00 PM,831 N Meadows Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Chow Chow,Black
A757002,*Sheri,08/28/2017 06:28:00 PM,08/28/2017 06:28:00 PM,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White
A769475,Grace,04/05/2018 01:42:00 PM,04/05/2018 01:42:00 PM,8501 Young Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,6 years,Great Pyrenees Mix,White/Black
A683579,,07/12/2014 12:15:00 PM,07/12/2014 12:15:00 PM,8107 Springdale Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Orange Tabby
A731846,*Penelope,07/28/2016 11:29:00 AM,07/28/2016 11:29:00 AM,1116 Estes Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico
A768594,*Tinker,03/22/2018 01:33:00 PM,03/22/2018 01:33:00 PM,5515 Tierra Alta Circle in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown/White
A688515,*Moon,09/20/2014 12:54:00 PM,09/20/2014 12:54:00 PM,5801 W Hwy 290 in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Siamese Mix,Lynx Point
A714874,Charlie,10/29/2015 11:30:00 AM,10/29/2015 11:30:00 AM,1811 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,Fawn/White
A768655,,03/23/2018 11:39:00 AM,03/23/2018 11:39:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black
A744317,Waffles,03/04/2017 03:06:00 PM,03/04/2017 03:06:00 PM,12120 Thompkins Dr #A in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Chocolate/Tan
A726421,,05/10/2016 03:53:00 PM,05/10/2016 03:53:00 PM,10501 San Jose Ave in Del Valle (TX),Stray,Normal,Dog,Unknown,2 weeks,Labrador Retriever Mix,Black
A798225,Leo,06/23/2019 12:47:00 PM,06/23/2019 12:47:00 PM,1709 East Highway 71 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A734712,*Bernice,09/14/2016 02:39:00 PM,09/14/2016 02:39:00 PM,2801 Wells Branch Pkwy in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A713517,Flynn,10/08/2015 09:33:00 AM,10/08/2015 09:33:00 AM,19221 Lockwood in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A822175,*Ricki,08/28/2020 08:15:00 AM,08/28/2020 08:15:00 AM,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A686443,,08/21/2014 11:00:00 PM,08/21/2014 11:00:00 PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A714420,*Claude,10/22/2015 05:34:00 PM,10/22/2015 05:34:00 PM,Hergotz Ln And Us Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Catahoula/Whippet,Brown
A674276,*Mustard,03/10/2014 05:45:00 PM,03/10/2014 05:45:00 PM,1200 Lily in Austin (TX),Stray,Injured,Cat,Intact Male,7 months,Domestic Shorthair Mix,Brown Tabby/White
A740252,Petunia,12/13/2016 04:00:00 PM,12/13/2016 04:00:00 PM,17211 Tobermory Dr in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Tricolor
A742766,*Scrappy,01/27/2017 02:47:00 PM,01/27/2017 02:47:00 PM,9316 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,White
A706903,,07/05/2015 11:11:00 AM,07/05/2015 11:11:00 AM,11215 Hwy 290 in Manor (TX),Stray,Normal,Dog,Intact Male,2 months,German Shepherd/Australian Shepherd,Black/Brown
A821561,*Weensy,08/14/2020 10:18:00 AM,08/14/2020 10:18:00 AM,124 W Anderson Ln in Austin (TX),Abandoned,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black
A756996,King,08/28/2017 05:59:00 PM,08/28/2017 05:59:00 PM,6400 Brodie Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Staffordshire Terrier,Brown Brindle
A631824,Jasmine,12/09/2013 01:51:00 PM,12/09/2013 01:51:00 PM,Riverside And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Miniature Poodle,White
A766079,,02/01/2018 12:02:00 PM,02/01/2018 12:02:00 PM,Willamette Dr in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/Gray
A768724,Gizmo,04/24/2018 04:47:00 PM,04/24/2018 04:47:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,White/Brown
A798373,*Amici,06/25/2019 11:51:00 AM,06/25/2019 11:51:00 AM,183 And 812 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula/American Bulldog,Tricolor
A823370,,09/22/2020 03:22:00 PM,09/22/2020 03:22:00 PM,3404 Clarksburg in Austin (TX),Stray,Normal,Cat,Intact Male,5 years,Domestic Shorthair,Lynx Point
A802938,*Cowgirl,08/25/2019 08:27:00 AM,08/25/2019 08:27:00 AM,Klaus And 290 in Austin (TX),Stray,Injured,Dog,Intact Female,3 years,Australian Cattle Dog,Blue Tick/Brown
A710100,*Luci,11/03/2015 02:36:00 PM,11/03/2015 02:36:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Staffordshire,White/Tan
A793094,Lexi,04/19/2019 02:39:00 PM,04/19/2019 02:39:00 PM,4624 Button Bend in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky,Black/Gray
A677976,,05/02/2014 10:26:00 AM,05/02/2014 10:26:00 AM,10603 Barker Vista Cv in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Gray
A678280,,05/06/2014 04:20:00 PM,05/06/2014 04:20:00 PM,1400 N Ih 35 in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon Mix,Black/White
A757289,Hazel,10/17/2018 12:32:00 PM,10/17/2018 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Australian Terrier Mix,Red
A683906,Bandit,07/17/2014 09:01:00 AM,07/17/2014 09:01:00 AM,Berkman Dr & Cronada Hills in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A797262,*Bobbie,08/20/2019 11:11:00 AM,08/20/2019 11:11:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A685670,,08/11/2014 07:06:00 AM,08/11/2014 07:06:00 AM,6804 Bryn Manor in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A672547,Daisy,02/12/2014 02:16:00 PM,02/12/2014 02:16:00 PM,103 W Odell St in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Manchester Terrier Mix,Tan
A717604,Miyokee,12/11/2015 12:17:00 PM,12/11/2015 12:17:00 PM,6302 Craigwood Circle in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Cairn Terrier/Miniature Poodle,White/White
A728714,,06/07/2016 01:43:00 PM,06/07/2016 01:43:00 PM,5400 W Parmer Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Cream Tabby/White
A741801,Jac,01/09/2017 11:02:00 AM,01/09/2017 11:02:00 AM,Willow And Haskell in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Brown Tabby/White
A692851,,11/26/2014 03:21:00 PM,11/26/2014 03:21:00 PM,11304 Hornsby St in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A778257,Whiskey,08/11/2018 10:51:00 AM,08/11/2018 10:51:00 AM,3404 Touchstone Street in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Catahoula Mix,Red Merle/Tricolor
A677222,,04/21/2014 04:23:00 PM,04/21/2014 04:23:00 PM,8821 Ingrid in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan
A753485,Jules,10/03/2018 05:03:00 PM,10/03/2018 05:03:00 PM,10438 Doc Holiday Trail in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A796131,,05/29/2019 01:10:00 PM,05/29/2019 01:10:00 PM,3601 Bergstrom Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby/White
A798901,,07/01/2019 07:19:00 PM,07/01/2019 07:19:00 PM,2525 Wells Branch Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Black/Tan
A794583,*Soft-Serve,05/09/2019 06:41:00 PM,05/09/2019 06:41:00 PM,1006 Ellingson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby
A679951,*Sheldon,05/28/2014 01:07:00 PM,05/28/2014 01:07:00 PM,1900 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Orange Tabby
A727849,Storm,05/26/2016 04:33:00 PM,05/26/2016 04:33:00 PM,3100 Rogge in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Black
A681190,China,06/13/2014 04:39:00 PM,06/13/2014 04:39:00 PM,8339 Research Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,American Pit Bull Terrier/Catahoula,White/Tan
A725504,Harley,12/01/2019 05:54:00 PM,12/01/2019 05:54:00 PM,Riverside Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull/Australian Cattle Dog,White/Brown Brindle
